kmeansPoint(float*,int,int,int,int*,float*,float*,int*)	0.029907847	0.063949456	0.093260463	0.116780832	0.120910515	0.127584119	0.130038681	0.132311536	0.134780998	0.135252587
invert_mapping(float*,float*,int,int)	243.7617583	491.1105569	647.01089	448.5342356	308.302071	270.9339179	268.116044	267.6253449	277.7359996	267.7900583
kernel_gpu_cuda(par_str,dim_str,box_str*,FOUR_VECTOR*,float*,FOUR_VECTOR*)	19.5725565	42.69529497	62.9547985	82.60800878	91.77642849	118.7438271	133.4957538	149.1621511	151.5040385	206.0534684
IMGVF_kernel(float**,float**,int*,int*,float,float,float,int,float)	0.191452186	0.346523482	0.408711745	0.449513394	0.428139411	0.475916154	0.475804256	0.475463994	0.427602633	0.475403129
GICOV_kernel(int,float*)	184.0201089	483.24056	784.3331552	1113.952316	1390.868849	1760.237748	1939.256523	2181.170241	2320.103397	3121.221021
dilate_kernel(int,int,int,int,float*)	54.0711094	116.2373135	171.8989799	228.3809909	249.1643929	323.1239698	381.9917281	437.3329932	444.9903683	570.8070495
lud_diagonal(float*,int,int)	0.143353015	0.144815199	0.144815199	0.145226491	0.130527695	0.145102859	0.145287741	0.145185257	0.130627208	0.145206515
lud_perimeter(float*,int,int)	1.06954166	1.082425766	1.085896824	1.087209351	0.980542736	1.087647565	1.087209351	1.086333981	0.97805495	1.08940396
lud_internal(float*,int,int)	7.495081197	10.77156709	12.82102454	13.69353283	13.11109297	15.49492806	14.41567934	16.11541461	14.63456067	16.69096513
kernel(int,float*,float*,float*,float*)	0.211521226	0.200664772	0.215391247	0.214099712	0.2052626	0.213665127	0.214976947	0.21628212	0.205623747	0.216699865
euclid(latLong*,float*,int,float,float)	10.5672683	17.95357318	24.01979757	27.49140893	29.38538909	29.632845	29.88450398	32.58241059	32.35770431	31.7018049
needle_cuda_shared_1(int*,int*,int,int,int,int)	3.727284115	4.770987586	4.983515344	5.056918335	5.087696231	5.170970101	5.128213438	5.167985444	5.184116192	5.174150906
needle_cuda_shared_2(int*,int*,int,int,int,int)	3.735510409	4.768853911	4.97951366	5.097951076	5.129288668	5.130670966	5.162620524	5.167440077	5.1404053	5.1967955
find_index_kernel(double*,double*,double*,double*,double*,double*,double*,int)	0.163318544	0.170454837	0.171905508	0.171570718	0.175089144	0.17496474	0.175469514	0.174067596	0.17464334	0.173609746
likelihood_kernel(double*,double*,double*,double*,double*,int*,int*,double*,unsignedchar*,double*,double*,int,int,int,int,int,int,int*,double*)	11.09653416	13.32521506	13.08076093	13.11221838	13.00061215	13.29970543	13.12763114	13.12864649	13.26747974	13.18661514
normalize_weights_kernel(double*,int,double*,double*,double*,int*)	1.134682677	1.539019784	2.568735756	2.631518606	3.185224767	3.183799413	3.189352116	3.184131882	3.169239222	3.181616347
sum_kernel(double*,int)	372.1373017	721.8895698	1048.987319	1353.016331	1632.663897	1893.432765	2131.555025	2313.151525	2305.583053	2184.897243
dynproc_kernel(int,int*,int*,int*,int,int,int,int)	20.48085075	39.97442474	58.41482158	76.61092769	93.29678118	105.7079542	118.3148648	133.5041982	143.7715406	156.7677335
srad(float,int,int,long,int*,int*,int*,int*,float*,float*,float*,float*,float,float*,float*)	0.029981319	0.052406086	0.066937459	0.074519676	0.081817918	0.089140059	0.09358397	0.095954552	0.099406721	0.105505975
reduce(long,int,int,float*,float*)	10.54233827	18.6499861	27.1513563	34.25834349	39.78036969	46.0908376	53.01024557	54.36927556	51.94651128	51.61758835
srad2(float,int,int,long,int*,int*,int*,int*,float*,float*,float*,float*,float*,float*)	14.0303222	22.95860358	27.1412248	31.30640988	36.02135603	37.45650044	41.37073516	43.10930195	46.13579593	47.50453445
prepare(long,float*,float*,float*)	0.23873373	0.430083579	0.593191137	0.698277147	0.799550765	0.891719869	0.954520412	1.04339909	1.084433348	1.108601048
extract(long,float*)	526.9161006	940.6803463	1248.903268	1512.846742	1716.329053	1983.055865	1561.129085	2206.708782	2348.525276	2425.555934
kernel_compute_cost(int,int,long,Point*,int,int,float*,float*,int*,bool*)	20.95999089	20.96217689	20.95400862	20.95363937	20.9542861	20.88230829	20.94982807	20.95965896	20.95628625	20.8871996
