0,1,2,2,0,0,2,2,1,0,0,32768,20,24,24,11520,576,24,1,0,32768,20,12,12,2880,144,12,1,100,3573.600
0,1,2,2,0,0,2,2,1,0,0,32768,50,8,8,3200,64,8,1,0,32768,50,4,4,800,16,4,1,100,1129.344
0,1,3,3,0,0,2,2,1,0,0,32,32,142,142,645248,20164,142,1,0,32,32,71,71,161312,5041,71,1,100,328.672
0,1,2,2,0,0,2,2,1,0,0,32768,20,24,24,11520,576,24,1,0,32768,20,12,12,2880,144,12,1,90,3588.544
0,1,2,2,0,0,2,2,1,0,0,32768,50,8,8,3200,64,8,1,0,32768,50,4,4,800,16,4,1,90,1099.808
0,1,3,3,0,0,2,2,1,0,0,32,32,142,142,645248,20164,142,1,0,32,32,71,71,161312,5041,71,1,90,387.840
0,1,2,2,0,0,2,2,1,0,0,32768,20,24,24,11520,576,24,1,0,32768,20,12,12,2880,144,12,1,80,3593.664
0,1,2,2,0,0,2,2,1,0,0,32768,50,8,8,3200,64,8,1,0,32768,50,4,4,800,16,4,1,80,1132.032
0,1,3,3,0,0,2,2,1,0,0,32,32,142,142,645248,20164,142,1,0,32,32,71,71,161312,5041,71,1,80,389.184
0,1,2,2,0,0,2,2,1,0,0,32768,20,24,24,11520,576,24,1,0,32768,20,12,12,2880,144,12,1,70,3660.000
0,1,2,2,0,0,2,2,1,0,0,32768,50,8,8,3200,64,8,1,0,32768,50,4,4,800,16,4,1,70,1150.560
0,1,3,3,0,0,2,2,1,0,0,32,32,142,142,645248,20164,142,1,0,32,32,71,71,161312,5041,71,1,70,410.240
0,1,2,2,0,0,2,2,1,0,0,32768,20,24,24,11520,576,24,1,0,32768,20,12,12,2880,144,12,1,60,3601.504
0,1,2,2,0,0,2,2,1,0,0,32768,50,8,8,3200,64,8,1,0,32768,50,4,4,800,16,4,1,60,1216.320
0,1,3,3,0,0,2,2,1,0,0,32,32,142,142,645248,20164,142,1,0,32,32,71,71,161312,5041,71,1,60,431.648
0,1,2,2,0,0,2,2,1,0,0,32768,20,24,24,11520,576,24,1,0,32768,20,12,12,2880,144,12,1,50,4815.872
0,1,2,2,0,0,2,2,1,0,0,32768,50,8,8,3200,64,8,1,0,32768,50,4,4,800,16,4,1,50,1429.504
0,1,3,3,0,0,2,2,1,0,0,32,32,142,142,645248,20164,142,1,0,32,32,71,71,161312,5041,71,1,50,494.784
0,1,2,2,0,0,2,2,1,0,0,32768,20,24,24,11520,576,24,1,0,32768,20,12,12,2880,144,12,1,40,5509.760
0,1,2,2,0,0,2,2,1,0,0,32768,50,8,8,3200,64,8,1,0,32768,50,4,4,800,16,4,1,40,1702.784
0,1,3,3,0,0,2,2,1,0,0,32,32,142,142,645248,20164,142,1,0,32,32,71,71,161312,5041,71,1,40,563.872
0,1,2,2,0,0,2,2,1,0,0,32768,20,24,24,11520,576,24,1,0,32768,20,12,12,2880,144,12,1,30,6795.936
0,1,2,2,0,0,2,2,1,0,0,32768,50,8,8,3200,64,8,1,0,32768,50,4,4,800,16,4,1,30,2033.664
0,1,3,3,0,0,2,2,1,0,0,32,32,142,142,645248,20164,142,1,0,32,32,71,71,161312,5041,71,1,30,688.512
0,1,2,2,0,0,2,2,1,0,0,32768,20,24,24,11520,576,24,1,0,32768,20,12,12,2880,144,12,1,20,10234.080
0,1,2,2,0,0,2,2,1,0,0,32768,50,8,8,3200,64,8,1,0,32768,50,4,4,800,16,4,1,20,3022.016
0,1,3,3,0,0,2,2,1,0,0,32,32,142,142,645248,20164,142,1,0,32,32,71,71,161312,5041,71,1,20,1009.792
0,1,2,2,0,0,2,2,1,0,0,32768,20,24,24,11520,576,24,1,0,32768,20,12,12,2880,144,12,1,10,17456.576
0,1,2,2,0,0,2,2,1,0,0,32768,50,8,8,3200,64,8,1,0,32768,50,4,4,800,16,4,1,10,5106.336
0,1,3,3,0,0,2,2,1,0,0,32,32,142,142,645248,20164,142,1,0,32,32,71,71,161312,5041,71,1,10,1674.432
